date,channel,campaign,spend,clicks,sessions,orders,new_customers,attributed_revenue
2025-03-07,Influencer,Creator A,4716.62,105,3461,23,10,26997.06
2025-03-07,Affiliate,Deal Week,6298.45,106,1957,25,14,24648.33
2025-03-08,Meta,Festive Fashion,11554.28,74,1476,14,6,13888.18
2025-03-08,Meta,Retargeting,4498.84,11,421,5,2,5122.13
2025-03-08,Google,Remarketing,7685.17,194,4240,61,43,64358.29
2025-03-08,Organic,Instagram Organic,0.0,58,2031,26,16,37480.27
2025-03-08,Influencer,Creator B,10477.99,54,1387,10,6,9435.03
2025-03-08,Affiliate,Fashion Blogs,15501.37,22,530,4,2,3526.49
2025-03-08,Affiliate,Deal Week,2981.98,44,903,8,5,7805.55
2025-03-09,Meta,Festive Fashion,4950.23,11,677,6,4,7403.98
2025-03-09,Google,Performance Max,2809.01,91,3807,53,33,56299.49
2025-03-09,Google,Generic Search,6110.55,176,4056,34,20,33824.3
2025-03-09,Organic,Direct,0.0,205,5454,95,53,156150.15
2025-03-09,Organic,SEO Content,0.0,79,2263,20,10,25449.99
2025-03-09,Influencer,,4555.71,20,1135,8,5,7978.26
2025-03-09,Influencer,Creator A,3011.58,55,1905,33,24,33095.39
2025-03-09,Affiliate,Deal Week,4254.05,142,2857,28,16,31204.03
2025-03-10,Meta,New Collection,11762.55,54,3351,39,21,32479.52
2025-03-10,Meta,Lookalike,6560.59,123,3985,74,41,77219.21
2025-03-10,Google,Brand Search,5687.11,31,583,11,6,11513.58
2025-03-10,Google,,8309.64,21,1205,19,14,21636.54
2025-03-10,Organic,Instagram Organic,0.0,73,1633,12,8,17237.87
2025-03-10,Organic,Email CRM,0.0,96,3806,52,28,75684.97
2025-03-10,Influencer,Micro Influencer Push,7252.66,223,4491,85,45,87341.46
2025-03-10,Affiliate,Deal Week,8745.53,161,3587,66,36,58116.4
2025-03-11,Meta,Festive Fashion,10208.45,86,1713,13,6,13840.92
2025-03-11,Google,Generic Search,7979.79,104,4384,49,29,57470.13
2025-03-11,Organic,,0.0,195,5383,55,36,78350.45
2025-03-11,Organic,Instagram Organic,0.0,257,5570,43,27,68136.29
2025-03-11,Influencer,,4548.55,54,2178,33,16,29341.35
2025-03-11,Affiliate,Fashion Blogs,11574.03,24,989,10,6,11193.43
2025-03-12,Meta,Catalog Ads,3732.3,68,4230,45,29,53685.94
2025-03-12,Google,Generic Search,11336.94,24,457,4,2,4421.87
2025-03-12,Organic,Email CRM,0.0,60,1390,18,11,26145.07
2025-03-12,Influencer,Creator B,6150.6,54,1341,11,7,11285.47
2025-03-12,Affiliate,Fashion Blogs,9004.7,69,1545,18,12,19549.87
2025-03-13,Meta,Flash Sale,9193.84,34,940,8,4,7483.82
2025-03-13,Google,Generic Search,6047.28,16,473,9,4,7605.86
2025-03-13,Organic,WhatsApp Community,0.0,84,2562,20,12,28078.9
2025-03-13,Organic,Instagram Organic,0.0,68,1682,22,10,26653.17
2025-03-13,Influencer,Micro Influencer Push,9044.46,21,899,8,4,9462.1
2025-03-13,Affiliate,Deal Week,8351.16,82,1615,12,8,11434.31
2025-03-13,Affiliate,Cashback Partners,10880.61,117,2475,22,10,18637.76
2025-03-14,Meta,New Collection,5618.2,122,4202,28,16,26018.04
2025-03-14,Google,Remarketing,9666.08,124,3246,26,19,30591.93
2025-03-14,Google,Brand Search,10138.35,73,3541,44,25,48153.01
2025-03-14,Organic,Instagram Organic,0.0,133,2470,36,20,54057.77
2025-03-14,Influencer,Micro Influencer Push,2980.4,108,2109,15,9,14350.7
2025-03-14,Affiliate,Coupon Partners,9278.17,63,1219,15,7,15727.67
2025-03-15,Meta,Catalog Ads,14244.38,112,3943,54,25,62283.6
2025-03-15,Google,Remarketing,14224.19,80,3696,34,21,30903.52
2025-03-15,Google,Performance Max,3778.25,12,502,6,3,7379.54
2025-03-15,Organic,Email CRM,0.0,67,3622,25,13,30401.34
2025-03-15,Organic,SEO Content,0.0,46,2330,21,9,24428.98
2025-03-15,Influencer,Festive Creators,6791.47,61,3429,42,28,34318.54
2025-03-15,Influencer,Creator B,7424.78,207,3786,72,31,85962.75
2025-03-15,Affiliate,Deal Week,3172.88,17,937,18,12,19615.6
2025-03-15,Affiliate,Coupon Partners,6145.92,44,2178,41,22,46803.31
2025-03-16,Meta,,5487.87,44,907,11,7,12658.28
2025-03-16,Google,Generic Search,5443.64,104,2725,19,10,18827.29
2025-03-16,Organic,SEO Content,0.0,57,1244,13,6,18125.45
2025-03-16,Influencer,Micro Influencer Push,6964.96,29,731,7,4,8527.74
2025-03-16,Influencer,Celebrity Drop,9441.35,102,2030,13,8,11462.7
2025-03-16,Affiliate,Cashback Partners,5270.16,178,4389,32,16,36544.38
2025-03-17,Meta,Festive Fashion,3124.42,59,1633,20,11,18827.48
2025-03-17,Google,Brand Search,10007.45,41,942,10,6,9473.98
2025-03-17,Google,Performance Max,4471.61,79,2403,20,10,19750.45
2025-03-17,Organic,Direct,0.0,101,3501,54,32,77556.02
2025-03-17,Influencer,Micro Influencer Push,13267.11,105,3117,33,16,26919.63
2025-03-17,Affiliate,Coupon Partners,8908.75,37,1686,29,17,28908.09
2025-03-17,Affiliate,Deal Week,14892.47,202,4318,40,18,44201.64
2025-03-18,Meta,Diwali Sale,1122.23,64,2536,33,19,28201.63
2025-03-18,Google,Shopping Ads,6510.06,33,1574,13,7,15006.86
2025-03-18,Organic,Direct,0.0,29,1169,15,8,24742.91
2025-03-18,Influencer,Micro Influencer Push,4711.22,204,4191,34,19,28765.02
2025-03-18,Affiliate,Cashback Partners,6132.5,69,2446,20,14,17465.9
2025-03-18,Affiliate,Coupon Partners,7059.19,21,501,7,4,8640.27
2025-03-19,Meta,Retargeting,11779.39,140,2847,27,18,24112.05
2025-03-19,Google,Remarketing,1271.32,48,2676,22,11,18496.63
2025-03-19,Organic,,0.0,94,2056,37,20,55728.05
2025-03-19,Influencer,Festive Creators,8607.09,82,2999,20,9,23970.05
2025-03-19,Affiliate,Coupon Partners,7887.65,91,3847,52,28,56906.07
2025-03-19,Affiliate,Deal Week,10794.95,35,834,11,7,11533.42
2025-03-20,Meta,Always On,4584.61,173,3365,31,21,37516.26
2025-03-20,Meta,Retargeting,4914.72,26,975,12,7,13131.08
2025-03-20,Google,Brand Search,6410.39,131,3470,25,16,27388.05
2025-03-20,Organic,SEO Content,0.0,24,902,14,7,22040.13
2025-03-20,Influencer,Festive Creators,4808.79,16,426,4,2,4373.03
2025-03-20,Influencer,Celebrity Drop,4981.67,174,4361,37,25,38017.41
2025-03-20,Affiliate,Cashback Partners,5050.61,43,1080,11,5,10751.35
2025-03-21,Meta,Diwali Sale,11416.48,114,2843,51,23,52390.19
2025-03-21,Google,Remarketing,6489.01,23,1144,19,13,19679.52
2025-03-21,Organic,Email CRM,0.0,57,1342,25,18,33079.85
2025-03-21,Organic,WhatsApp Community,0.0,131,3125,45,27,63200.58
2025-03-21,Influencer,Festive Creators,7477.44,156,3697,54,29,62564.55
2025-03-21,Influencer,,4255.75,39,2171,27,18,26707.72
2025-03-21,Affiliate,Coupon Partners,5759.86,76,2316,41,20,33508.76
2025-03-21,Affiliate,Cashback Partners,1972.53,94,3000,38,21,35358.33
2025-03-22,Meta,Always On,13376.76,67,3617,39,21,35409.57
2025-03-22,Google,Shopping Ads,11829.97,93,3872,56,39,64677.65
2025-03-22,Google,Remarketing,2907.46,15,473,6,4,6021.52
2025-03-22,Organic,Direct,0.0,234,5238,40,25,65485.38
2025-03-22,Organic,WhatsApp Community,0.0,119,4850,54,25,73369.49
2025-03-22,Influencer,Festive Creators,7162.46,76,1580,16,9,13031.97
2025-03-22,Affiliate,Cashback Partners,1965.35,140,3800,65,32,57372.96
2025-03-23,Meta,Lookalike,7685.28,65,1427,16,11,18714.1
2025-03-23,Google,Performance Max,5849.01,124,3666,61,28,63937.18
2025-03-23,Organic,WhatsApp Community,0.0,49,1404,17,7,26411.97
2025-03-23,Influencer,Creator B,5330.22,54,1353,22,14,25840.41
2025-03-23,Influencer,Micro Influencer Push,728.88,92,1770,14,8,17082.74
2025-03-23,Affiliate,Deal Week,4615.01,89,2576,47,31,39194.93
2025-03-23,Affiliate,Coupon Partners,6330.05,128,3537,44,19,50927.51
2025-03-24,Meta,Diwali Sale,3655.64,113,2884,27,18,30177.02
2025-03-24,Meta,Retargeting,3847.05,188,4226,39,17,34985.76
2025-03-24,Google,Brand Search,14819.79,71,3957,38,16,46196.01
2025-03-24,Google,Remarketing,4786.03,124,3488,38,21,37382.95
2025-03-24,Organic,Direct,0.0,37,1077,17,8,24020.91
2025-03-24,Organic,WhatsApp Community,0.0,136,2624,48,29,60575.08
2025-03-24,Influencer,Creator B,8627.02,73,2091,31,13,32166.87
2025-03-24,Affiliate,Fashion Blogs,6051.91,30,887,12,5,10514.23
2025-03-24,Affiliate,Deal Week,9385.52,103,1934,23,15,27785.04
2025-03-25,Meta,Retargeting,5984.33,139,4198,71,34,74606.3
2025-03-25,Google,Diwali Search,4582.36,48,2146,37,23,29922.93
2025-03-25,Google,Brand Search,2480.16,21,866,9,6,7326.8
2025-03-25,Organic,WhatsApp Community,0.0,79,4226,78,34,112336.33
2025-03-25,Organic,Instagram Organic,0.0,71,4708,53,34,66728.64
2025-03-25,Influencer,,3090.51,128,3956,65,33,69504.01
2025-03-25,Affiliate,Fashion Blogs,9360.89,70,1523,29,16,32059.38
2025-03-26,Meta,Retargeting,10538.18,100,2260,34,15,31581.78
2025-03-26,Meta,,4805.2,42,2577,21,14,22183.46
2025-03-26,Google,Generic Search,5214.42,54,1416,20,12,18233.64
2025-03-26,Organic,Direct,0.0,108,5097,39,22,44909.03
2025-03-26,Organic,Email CRM,0.0,139,2645,43,31,54521.76
2025-03-26,Influencer,Creator A,4109.14,97,4477,43,23,40105.71
2025-03-26,Influencer,Festive Creators,5725.61,139,3458,52,36,54004.57
2025-03-26,Affiliate,Coupon Partners,9150.51,108,3847,69,44,70804.97
2025-03-27,Meta,Flash Sale,3412.79,152,3747,32,22,39300.36
2025-03-27,Google,Shopping Ads,1961.08,136,4332,48,33,47005.88
2025-03-27,Google,Generic Search,14023.45,38,831,12,9,12638.88
2025-03-27,Organic,,0.0,43,1756,20,9,24931.44
2025-03-27,Influencer,Creator B,4105.02,34,672,6,4,5265.79
2025-03-27,Influencer,Creator A,5011.53,82,2349,15,10,15721.16
2025-03-27,Affiliate,Coupon Partners,8303.38,128,2837,32,20,27280.31
2025-03-27,Affiliate,Cashback Partners,6303.69,91,1867,27,14,29093.6
2025-03-28,Meta,Flash Sale,9092.93,55,999,14,10,13535.57
2025-03-28,Google,Diwali Search,3884.06,28,1188,10,5,12314.83
2025-03-28,Organic,,0.0,27,1034,13,7,17360.99
2025-03-28,Influencer,Creator B,2864.86,43,1706,19,11,16452.59
2025-03-28,Affiliate,Coupon Partners,8917.38,43,1672,16,8,18763.65
2025-03-29,Meta,,6572.56,160,4185,65,42,75852.02
2025-03-29,Google,Generic Search,4335.79,54,989,10,5,11115.54
2025-03-29,Organic,WhatsApp Community,0.0,90,1649,22,14,35074.57
2025-03-29,Influencer,Creator A,12793.62,151,4175,75,51,69182.6
2025-03-29,Affiliate,Coupon Partners,6050.02,116,2854,37,20,40268.45
2025-03-29,Affiliate,Cashback Partners,15286.41,53,1078,15,10,12341.48
2025-03-30,Meta,Diwali Sale,9315.02,54,1039,7,4,6248.3
2025-03-30,Google,Brand Search,5857.99,36,1567,13,9,15807.2
2025-03-30,Google,Remarketing,6225.31,100,2767,20,14,22621.27
2025-03-30,Organic,Direct,0.0,60,1232,20,9,26878.53
2025-03-30,Influencer,Micro Influencer Push,9313.46,62,2268,39,24,33345.79
2025-03-30,Affiliate,Cashback Partners,5378.53,28,873,8,5,9786.03
2025-03-31,Meta,,5341.33,142,2615,23,14,19673.6
2025-03-31,Meta,Catalog Ads,19027.67,26,486,5,3,4595.37
2025-03-31,Google,Shopping Ads,5986.89,169,3307,46,26,40771.95
2025-03-31,Google,Diwali Search,9524.81,29,627,9,6,7283.97
2025-03-31,Organic,WhatsApp Community,0.0,136,5290,79,39,124234.91
2025-03-31,Influencer,Creator B,4307.05,31,1116,20,11,24687.2
2025-03-31,Affiliate,Cashback Partners,5612.19,140,3807,38,26,36342.12
2025-04-01,Meta,Lookalike,9930.61,23,618,9,4,9249.96
2025-04-01,Google,Brand Search,9009.41,76,2159,29,17,32886.28
2025-04-01,Organic,SEO Content,0.0,92,2268,23,11,32839.55
2025-04-01,Influencer,Micro Influencer Push,4632.29,79,2515,45,31,50984.06
2025-04-01,Affiliate,Cashback Partners,9098.45,143,3190,23,14,25229.76
2025-04-02,Meta,Always On,5703.06,105,3692,57,31,61195.89
2025-04-02,Google,Remarketing,4506.86,57,2013,31,16,33841.95
2025-04-02,Organic,SEO Content,0.0,102,5097,91,50,104996.47
2025-04-02,Influencer,Micro Influencer Push,6529.38,38,1703,22,15,24602.48
2025-04-02,Affiliate,Deal Week,7488.73,217,4436,45,26,51937.36
2025-04-03,Meta,Retargeting,4007.04,81,2468,42,24,36542.65
2025-04-03,Google,Diwali Search,6118.94,82,3417,55,35,60719.86
2025-04-03,Organic,WhatsApp Community,0.0,169,3721,47,25,58485.31
2025-04-03,Influencer,Festive Creators,7436.38,136,3649,59,32,55338.07
2025-04-03,Influencer,Creator A,10055.87,62,3889,37,20,44051.04
2025-04-03,Affiliate,Coupon Partners,9649.64,72,2599,36,17,33840.71
2025-04-04,Meta,Flash Sale,3397.53,13,578,10,7,9132.53
2025-04-04,Google,Diwali Search,3988.92,100,2421,25,17,29681.99
2025-04-04,Organic,Instagram Organic,0.0,95,3648,45,31,72703.76
2025-04-04,Influencer,Micro Influencer Push,2965.4,71,4045,75,51,74154.78
2025-04-04,Influencer,Creator A,17004.38,24,1370,23,13,22259.66
2025-04-04,Affiliate,Deal Week,10730.85,51,1335,24,12,28821.45
2025-04-04,Affiliate,Fashion Blogs,5812.21,23,1422,16,10,16099.19
2025-04-05,Meta,Diwali Sale,3012.98,149,3034,58,41,64456.06
2025-04-05,Google,Diwali Search,7079.67,58,2742,22,14,25413.49
2025-04-05,Organic,SEO Content,0.0,126,3219,41,24,59535.56
2025-04-05,Influencer,Creator A,12306.06,69,2106,26,17,31744.88
2025-04-05,Influencer,Micro Influencer Push,7444.31,51,1557,26,17,30130.94
2025-04-05,Affiliate,Cashback Partners,3940.96,11,601,11,8,10802.06
2025-04-05,Affiliate,Deal Week,6377.21,20,429,7,4,8568.6
2025-04-06,Meta,Retargeting,14762.64,98,1931,28,15,29027.2
2025-04-06,Google,Brand Search,7111.75,65,4195,49,25,39982.8
2025-04-06,Organic,Direct,0.0,112,5077,64,37,103345.5
2025-04-06,Influencer,Celebrity Drop,3047.74,208,4063,52,27,56128.84
2025-04-06,Affiliate,Cashback Partners,4107.08,30,816,5,4,4374.97
2025-04-07,Meta,Diwali Sale,11255.52,16,782,10,6,10628.43
2025-04-07,Google,Remarketing,5058.97,88,3817,66,37,63692.02
2025-04-07,Organic,SEO Content,0.0,46,1121,17,9,22186.02
2025-04-07,Organic,Direct,0.0,60,1373,23,14,34690.47
2025-04-07,Influencer,Creator B,4718.42,80,2056,23,13,27118.58
2025-04-07,Affiliate,Deal Week,1382.36,223,4191,54,25,52119.43
2025-04-07,Affiliate,Fashion Blogs,5475.4,112,3226,21,15,18221.11
2025-04-08,Meta,New Collection,5917.82,22,806,9,5,8987.27
2025-04-08,Google,Diwali Search,7723.74,131,3832,47,26,47930.76
2025-04-08,Organic,WhatsApp Community,0.0,90,3059,29,14,44544.36
2025-04-08,Organic,Instagram Organic,0.0,70,2911,19,11,31119.15
2025-04-08,Influencer,Micro Influencer Push,6213.23,69,4100,62,39,51161.47
2025-04-08,Affiliate,Fashion Blogs,1562.02,40,1383,16,11,19027.54
2025-04-09,Meta,Always On,5230.15,192,4416,51,22,51344.73
2025-04-09,Google,Diwali Search,10762.92,27,1714,16,12,13438.36
2025-04-09,Organic,SEO Content,0.0,120,3682,48,31,55636.24
2025-04-09,Influencer,Festive Creators,11913.26,113,2775,33,17,36177.73
2025-04-09,Affiliate,Cashback Partners,8627.26,142,3595,44,21,48029.66
2025-04-09,Affiliate,Coupon Partners,8758.09,137,2974,41,21,40743.65
2025-04-10,Meta,Retargeting,3999.03,144,3034,19,13,18744.07
2025-04-10,Google,Shopping Ads,7340.64,127,2926,52,27,54176.6
2025-04-10,Organic,WhatsApp Community,0.0,89,4662,33,18,53661.91
2025-04-10,Influencer,Creator B,7043.71,117,3430,41,26,38437.09
2025-04-10,Affiliate,Cashback Partners,5577.54,37,951,9,6,11163.51
2025-04-11,Meta,Flash Sale,9080.22,94,3786,49,30,53762.35
2025-04-11,Google,Shopping Ads,5011.82,43,2597,25,16,24755.98
2025-04-11,Organic,Instagram Organic,0.0,93,3896,67,32,90168.27
2025-04-11,Organic,WhatsApp Community,0.0,73,2213,25,17,39224.91
2025-04-11,Influencer,Celebrity Drop,7870.38,138,4364,63,32,57990.82
2025-04-11,Affiliate,Cashback Partners,5984.03,86,3916,36,17,31587.74
2025-04-11,Affiliate,Fashion Blogs,12595.3,183,3818,24,17,20975.61
2025-04-12,Meta,Always On,15692.51,120,2297,26,13,29293.67
2025-04-12,Google,Remarketing,6026.11,83,3614,47,22,51167.45
2025-04-12,Organic,Direct,0.0,134,2569,31,19,44093.05
2025-04-12,Organic,WhatsApp Community,0.0,74,4736,88,45,126044.58
2025-04-12,Influencer,Festive Creators,10658.55,157,3022,46,21,49897.5
2025-04-12,Affiliate,Coupon Partners,4129.16,76,1424,27,16,28542.99
2025-04-12,Affiliate,Cashback Partners,4679.78,23,1492,15,10,16614.87
2025-04-13,Meta,Retargeting,3148.69,30,650,11,7,9727.59
2025-04-13,Meta,Catalog Ads,7312.55,52,973,13,6,14631.54
2025-04-13,Google,Brand Search,14054.66,112,2177,31,18,37746.1
2025-04-13,Google,Performance Max,9677.68,127,2359,45,30,48163.9
2025-04-13,Organic,SEO Content,0.0,71,1927,28,13,37231.29
2025-04-13,Influencer,Creator B,14647.93,38,2109,38,18,41983.15
2025-04-13,Affiliate,Fashion Blogs,8731.26,141,2877,45,19,43060.04
2025-04-14,Meta,Diwali Sale,1998.6,54,1353,11,6,9104.91
2025-04-14,Google,Diwali Search,15026.05,71,1786,27,13,25352.37
2025-04-14,Organic,SEO Content,0.0,110,3471,43,27,67262.16
2025-04-14,Influencer,Creator B,4029.85,94,2470,45,32,44406.54
2025-04-14,Influencer,Festive Creators,5984.55,40,1902,32,15,37958.74
2025-04-14,Affiliate,Fashion Blogs,6980.9,153,3421,25,16,25742.2
2025-04-15,Meta,Retargeting,6115.95,31,1742,14,7,14466.84
2025-04-15,Google,Performance Max,8079.16,96,2178,15,7,12125.14
2025-04-15,Organic,WhatsApp Community,0.0,179,3647,46,30,58972.31
2025-04-15,Organic,Instagram Organic,0.0,160,4726,34,19,47468.1
2025-04-15,Influencer,Creator A,6592.53,114,3211,50,35,50826.86
2025-04-15,Affiliate,Fashion Blogs,7008.97,38,1365,18,11,16569.02
2025-04-16,Meta,Always On,1759.7,87,1617,28,13,27399.83
2025-04-16,Meta,Lookalike,2693.23,162,3650,35,20,36476.38
2025-04-16,Google,,12758.78,128,4290,55,26,44682.47
2025-04-16,Organic,Instagram Organic,0.0,100,4543,34,23,48622.97
2025-04-16,Influencer,Creator B,4401.57,99,4157,73,46,90603.6
2025-04-16,Influencer,Celebrity Drop,5444.12,131,3902,33,17,27432.42
2025-04-16,Affiliate,Deal Week,1766.55,125,2371,18,10,17036.55
2025-04-17,Meta,Catalog Ads,8167.21,158,3558,31,19,29368.36
2025-04-17,Google,Shopping Ads,11950.76,41,1746,29,19,28212.69
2025-04-17,Organic,Direct,0.0,161,3269,24,11,36510.25
2025-04-17,Influencer,Micro Influencer Push,6097.66,78,2595,37,16,33854.0
2025-04-17,Influencer,Creator A,8814.68,213,4338,68,31,68572.06
2025-04-17,Affiliate,Fashion Blogs,10508.13,96,3879,61,33,66463.89
2025-04-17,Affiliate,Deal Week,4997.06,96,2405,21,12,19903.01
2025-04-18,Meta,Retargeting,11315.29,160,3075,21,10,25686.98
2025-04-18,Meta,Festive Fashion,2759.86,31,1229,15,8,18551.63
2025-04-18,Google,Brand Search,8219.3,158,3698,32,18,27477.29
2025-04-18,Google,Diwali Search,7005.04,145,2667,40,18,38288.57
2025-04-18,Organic,Instagram Organic,0.0,52,2476,27,19,37417.08
2025-04-18,Organic,Direct,0.0,51,2776,33,20,49174.67
2025-04-18,Influencer,Creator A,2506.25,126,2994,23,12,23504.04
2025-04-18,Influencer,Creator B,6742.37,20,697,10,6,10539.43
2025-04-18,Affiliate,Cashback Partners,9274.66,28,1581,14,7,13904.7
2025-04-19,Meta,New Collection,4294.21,38,1124,17,11,15739.99
2025-04-19,Google,Performance Max,6245.06,154,3413,24,14,22285.17
2025-04-19,Organic,Direct,0.0,79,2999,56,32,77988.23
2025-04-19,Influencer,Creator A,8652.87,35,1229,19,13,23030.97
2025-04-19,Affiliate,Deal Week,3631.73,139,2849,24,16,20146.06
2025-04-20,Meta,Catalog Ads,11482.38,116,3248,20,14,21894.21
2025-04-20,Meta,Retargeting,5632.5,120,2463,26,13,26179.96
2025-04-20,Google,Shopping Ads,9333.67,129,3928,32,15,35484.65
2025-04-20,Google,Brand Search,3182.44,221,4167,37,23,39534.9
2025-04-20,Organic,SEO Content,0.0,83,2017,35,20,51788.11
2025-04-20,Influencer,Creator A,12125.99,85,4305,60,37,50130.09
2025-04-20,Affiliate,Cashback Partners,10182.93,147,2918,24,16,23034.11
2025-04-20,Affiliate,Coupon Partners,3117.33,104,3008,40,21,49573.39
2025-04-21,Meta,New Collection,8082.66,16,789,8,4,7089.55
2025-04-21,Google,Generic Search,4005.63,62,2949,55,31,47411.81
2025-04-21,Organic,Email CRM,0.0,174,4089,27,14,40150.94
2025-04-21,Influencer,Creator A,4661.35,47,2781,43,27,49357.93
2025-04-21,Influencer,Creator B,6114.22,20,746,12,8,13219.48
2025-04-21,Affiliate,Coupon Partners,4405.32,52,2545,18,10,20651.65
2025-04-22,Meta,Festive Fashion,4963.29,138,4237,35,23,38886.86
2025-04-22,Google,Diwali Search,13586.7,106,3366,37,21,32032.48
2025-04-22,Organic,Email CRM,0.0,70,1962,34,22,51160.51
2025-04-22,Influencer,Creator B,6993.69,114,4335,57,28,65413.96
2025-04-22,Affiliate,Coupon Partners,2810.8,71,4331,63,41,74754.86
2025-04-22,Affiliate,Cashback Partners,6070.33,43,1094,18,11,16457.58
2025-04-23,Meta,Diwali Sale,4010.93,110,3683,62,31,53448.7
2025-04-23,Meta,Always On,8566.67,85,2067,25,15,28736.65
2025-04-23,Google,Brand Search,9573.15,55,2834,36,24,33078.38
2025-04-23,Organic,Instagram Organic,0.0,65,4208,65,32,101507.24
2025-04-23,Influencer,Celebrity Drop,5428.4,90,3608,34,22,39741.42
2025-04-23,Influencer,Festive Creators,2392.75,149,4486,77,54,79195.65
2025-04-23,Affiliate,Cashback Partners,5737.67,113,3659,23,16,21842.13
2025-04-24,Meta,New Collection,5656.71,200,4218,36,20,29198.67
2025-04-24,Meta,Lookalike,4949.86,129,4278,70,42,57510.7
2025-04-24,Google,Performance Max,2857.46,28,769,8,6,9236.29
2025-04-24,Google,Brand Search,3966.36,56,1438,12,7,12256.26
2025-04-24,Organic,Direct,0.0,75,4732,40,18,56814.45
2025-04-24,Influencer,Celebrity Drop,6905.3,100,2819,37,16,35655.82
2025-04-24,Affiliate,Cashback Partners,14741.75,17,605,11,7,9666.0
2025-04-25,Meta,Lookalike,3350.69,25,789,6,3,5134.07
2025-04-25,Google,Diwali Search,4108.29,48,2534,16,8,14840.51
2025-04-25,Google,Remarketing,5151.74,136,2926,36,19,37715.32
2025-04-25,Organic,Email CRM,0.0,306,5805,107,70,133390.38
2025-04-25,Influencer,Celebrity Drop,5939.89,18,1102,11,6,10528.64
2025-04-25,Affiliate,Coupon Partners,4637.7,36,930,17,12,17275.03
2025-04-26,Meta,Diwali Sale,2966.41,124,2716,48,31,47554.6
2025-04-26,Google,Remarketing,3735.71,11,432,4,3,3450.41
2025-04-26,Organic,Instagram Organic,0.0,70,1506,25,17,37245.51
2025-04-26,Influencer,Festive Creators,3946.89,95,2351,35,18,28757.37
2025-04-26,Influencer,Creator B,2604.17,121,2310,29,18,27840.29
2025-04-26,Affiliate,Fashion Blogs,4507.86,173,3185,37,16,41516.96
2025-04-27,Meta,Catalog Ads,8638.77,42,2542,42,30,36277.81
2025-04-27,Meta,Retargeting,4229.98,111,3383,55,28,63363.05
2025-04-27,Google,Generic Search,15396.75,130,3532,56,35,62759.48
2025-04-27,Google,Remarketing,4905.91,87,4172,79,54,63814.86
2025-04-27,Organic,Email CRM,0.0,136,4774,59,28,70124.98
2025-04-27,Influencer,Micro Influencer Push,4703.36,137,2522,42,28,37455.52
2025-04-27,Influencer,Festive Creators,3767.39,38,2417,42,18,34890.39
2025-04-27,Affiliate,Cashback Partners,5000.07,45,1366,12,7,12475.93
2025-04-28,Meta,Retargeting,8691.19,139,2858,19,11,15645.96
2025-04-28,Google,Performance Max,3692.11,27,970,11,6,12748.37
2025-04-28,Organic,Direct,0.0,46,1338,23,14,28967.98
2025-04-28,Influencer,Micro Influencer Push,5195.46,209,3864,38,26,42791.95
2025-04-28,Affiliate,Fashion Blogs,7863.52,30,890,14,7,15905.48
2025-04-29,Meta,Retargeting,6583.77,73,3622,22,13,22634.8
2025-04-29,Meta,Festive Fashion,4927.33,15,880,10,7,12128.97
2025-04-29,Google,Remarketing,5043.32,177,3357,47,31,58346.82
2025-04-29,Organic,SEO Content,0.0,67,2619,20,9,30921.58
2025-04-29,Organic,Email CRM,0.0,63,1799,32,23,43761.12
2025-04-29,Influencer,Creator B,4915.31,58,3097,25,11,24143.79
2025-04-29,Influencer,Micro Influencer Push,2617.93,108,3388,61,36,55159.23
2025-04-29,Affiliate,Coupon Partners,3542.58,110,2116,19,11,19750.74
2025-04-30,Meta,Flash Sale,6813.67,147,4178,79,52,76820.57
2025-04-30,Google,Brand Search,3821.01,192,3574,50,23,50864.26
2025-04-30,Google,Remarketing,16726.59,32,1253,9,5,10274.35
2025-04-30,Organic,WhatsApp Community,0.0,61,1727,12,8,16788.27
2025-04-30,Organic,Direct,0.0,89,1794,13,6,21368.08
2025-04-30,Influencer,Creator B,4982.74,58,1767,24,14,22881.77
2025-04-30,Affiliate,Deal Week,10690.22,90,3426,57,36,65616.55
2025-04-30,Affiliate,Fashion Blogs,4836.74,201,4083,46,29,50012.58
2025-05-01,Meta,Diwali Sale,7731.5,115,3750,44,22,35630.69
2025-05-01,Meta,New Collection,1924.27,128,3526,48,25,52619.98
2025-05-01,Google,Generic Search,4991.16,162,3001,39,28,34353.66
2025-05-01,Google,Remarketing,9834.81,34,1509,23,13,25865.2
2025-05-01,Organic,SEO Content,0.0,30,1124,14,6,17746.21
2025-05-01,Influencer,Micro Influencer Push,6849.39,31,1893,29,14,28494.43
2025-05-01,Affiliate,Fashion Blogs,5256.62,79,2582,49,26,54449.03
2025-05-01,Affiliate,Deal Week,9570.66,39,1689,18,13,21287.91
2025-05-02,Meta,Always On,3158.23,71,1683,11,6,12632.78
2025-05-02,Google,Diwali Search,4766.7,23,1046,8,4,8366.66
2025-05-02,Organic,WhatsApp Community,0.0,214,5097,68,39,78864.79
2025-05-02,Influencer,Creator A,8961.23,26,1005,11,5,10868.36
2025-05-02,Affiliate,Coupon Partners,3537.97,22,753,14,7,16141.37
2025-05-03,Meta,Diwali Sale,6192.31,123,4238,60,43,70233.17
2025-05-03,Meta,Catalog Ads,4938.34,117,2675,34,22,29458.01
2025-05-03,Google,Brand Search,2290.0,74,2195,36,16,32785.3
2025-05-03,Organic,Email CRM,0.0,36,1211,12,7,14468.24
